Name,GP,G,A,TP,PPG,PIM,Period,Years,POS,firstYear,lastYear
Bill Armstrong,1.0,0.0,1.0,1.0,1.0,0.0,1990-1991,1.0,C,1990,1991
James Jamieson,1.0,0.0,1.0,1.0,1.0,0.0,1943-1944,1.0,D,1943,1944
Gord Byers,1.0,0.0,1.0,1.0,1.0,0.0,1949-1950,1.0,D,1949,1950
Paul Hurley,1.0,0.0,1.0,1.0,1.0,0.0,1968-1969,1.0,D,1968,1969
Murray Wing,1.0,0.0,1.0,1.0,1.0,0.0,1973-1974,1.0,D,1973,1974
Harry Bell,1.0,0.0,1.0,1.0,1.0,0.0,1946-1947,1.0,D,1946,1947
Alan Staley,1.0,0.0,1.0,1.0,1.0,0.0,1948-1949,1.0,C,1948,1949
Jim McBurney,1.0,0.0,1.0,1.0,1.0,0.0,1953-1954,1.0,LW,1953,1954
Norm Collings,1.0,0.0,1.0,1.0,1.0,0.0,1934-1935,1.0,LW,1934,1935
Dan Ratushny,1.0,0.0,1.0,1.0,1.0,2.0,1992-1993,1.0,D,1992,1993
Thomas Rundqvist,2.0,0.0,1.0,1.0,0.5,0.0,1984-1985,1.0,C,1984,1985
David Gove,2.0,0.0,1.0,1.0,0.5,0.0,2005-2007,2.0,LW/C,2005,2007
Jakub Petruzalek,2.0,0.0,1.0,1.0,0.5,0.0,2008-2009,1.0,C/RW,2008,2009
Brian Salcido,2.0,0.0,1.0,1.0,0.5,0.0,2008-2009,1.0,D,2008,2009
Philippe Cornet,2.0,0.0,1.0,1.0,0.5,0.0,2011-2012,1.0,LW/RW,2011,2012
Kent Ruhnke,2.0,0.0,1.0,1.0,0.5,0.0,1975-1976,1.0,RW,1975,1976
Steve Peters,2.0,0.0,1.0,1.0,0.5,0.0,1979-1980,1.0,D/C,1979,1980
Doug Acomb,2.0,0.0,1.0,1.0,0.5,0.0,1969-1970,1.0,C/LW,1969,1970
Brian Sullivan,2.0,0.0,1.0,1.0,0.5,0.0,1992-1993,1.0,RW/LW,1992,1993
Ryan Bast,2.0,0.0,1.0,1.0,0.5,0.0,1998-1999,1.0,D,1998,1999
Craig Endean,2.0,0.0,1.0,1.0,0.5,0.0,1986-1987,1.0,LW,1986,1987
Cam Botting,2.0,0.0,1.0,1.0,0.5,0.0,1975-1976,1.0,RW,1975,1976
Ray Manson,2.0,0.0,1.0,1.0,0.5,0.0,1947-1949,2.0,LW,1947,1949
Gordie Haworth,2.0,0.0,1.0,1.0,0.5,0.0,1952-1953,1.0,C,1952,1953
Jeff Bandura,2.0,0.0,1.0,1.0,0.5,0.0,1980-1981,1.0,D,1980,1981
Miika Elomo,2.0,0.0,1.0,1.0,0.5,2.0,1999-2000,1.0,RW,1999,2000
Dwayne Lowdermilk,2.0,0.0,1.0,1.0,0.5,2.0,1980-1981,1.0,D,1980,1981
Rosario Joanette,2.0,0.0,1.0,1.0,0.5,4.0,1944-1945,1.0,C,1944,1945
Kevin Devine,2.0,0.0,1.0,1.0,0.5,8.0,1982-1983,1.0,LW,1982,1983
Pierre Hedin,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,2003-2004,1.0,D,2003,2004
Mikko Luoma,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,2003-2004,1.0,D,2003,2004
Joel Savage,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1990-1991,1.0,RW,1990,1991
Bobby Jay,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1993-1994,1.0,D,1993,1994
John Polich,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1939-1941,2.0,RW,1939,1941
Archie Fraser,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1943-1944,1.0,C,1943,1944
André Corriveau,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1953-1954,1.0,RW,1953,1954
Nils Tremblay,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1944-1946,2.0,C,1944,1946
Lulu Denis,3.0,0.0,1.0,1.0,0.33299999999999996,0.0,1949-1951,2.0,RW,1949,1951
John Negrin,3.0,0.0,1.0,1.0,0.33299999999999996,2.0,2008-2009,1.0,D,2008,2009
Dale Rominski,3.0,0.0,1.0,1.0,0.33299999999999996,2.0,1999-2000,1.0,RW,1999,2000
Trevor Sim,3.0,0.0,1.0,1.0,0.33299999999999996,2.0,1989-1990,1.0,RW,1989,1990
Jim Brown,3.0,0.0,1.0,1.0,0.33299999999999996,5.0,1982-1983,1.0,D,1982,1983
Owen Fussey,4.0,0.0,1.0,1.0,0.25,0.0,2003-2004,1.0,RW,2003,2004
Doug Adam,4.0,0.0,1.0,1.0,0.25,0.0,1949-1950,1.0,LW,1949,1950
Michael Lauen,4.0,0.0,1.0,1.0,0.25,0.0,1983-1984,1.0,RW,1983,1984
Bob Cunningham,4.0,0.0,1.0,1.0,0.25,0.0,1960-1962,2.0,C,1960,1962
Guy Rousseau,4.0,0.0,1.0,1.0,0.25,0.0,1954-1957,2.0,LW,1954,1957
Gary Dineen,4.0,0.0,1.0,1.0,0.25,0.0,1968-1969,1.0,C,1968,1969
Al Buchanan,4.0,0.0,1.0,1.0,0.25,2.0,1948-1950,2.0,LW,1948,1950
Moe White,4.0,0.0,1.0,1.0,0.25,2.0,1945-1946,1.0,LW,1945,1946
Andrei Zubarev,4.0,0.0,1.0,1.0,0.25,4.0,2010-2011,1.0,D,2010,2011
Bill Burega,4.0,0.0,1.0,1.0,0.25,4.0,1955-1956,1.0,D,1955,1956
Jim Walsh,4.0,0.0,1.0,1.0,0.25,4.0,1981-1982,1.0,D,1981,1982
Connie Tudin,4.0,0.0,1.0,1.0,0.25,4.0,1941-1942,1.0,C,1941,1942
Marc Magnan,4.0,0.0,1.0,1.0,0.25,5.0,1982-1983,1.0,LW,1982,1983
Dan Clark,4.0,0.0,1.0,1.0,0.25,6.0,1978-1979,1.0,D,1978,1979
Ray Staszak,4.0,0.0,1.0,1.0,0.25,7.0,1985-1986,1.0,F,1985,1986
Eric Germain,4.0,0.0,1.0,1.0,0.25,13.0,1987-1988,1.0,D,1987,1988
Cade Fairchild,5.0,0.0,1.0,1.0,0.2,0.0,2011-2012,1.0,D,2011,2012
Martin Lojek,5.0,0.0,1.0,1.0,0.2,0.0,2006-2008,2.0,D,2006,2008
Duncan Milroy,5.0,0.0,1.0,1.0,0.2,0.0,2006-2007,1.0,RW,2006,2007
Blake Bellefeuille,5.0,0.0,1.0,1.0,0.2,0.0,2001-2003,2.0,C,2001,2003
Moe L'Abbe,5.0,0.0,1.0,1.0,0.2,0.0,1972-1973,1.0,C,1972,1973
Todd Strueby,5.0,0.0,1.0,1.0,0.2,2.0,1981-1984,3.0,C,1981,1984
Red Carr,5.0,0.0,1.0,1.0,0.2,2.0,1943-1944,1.0,LW,1943,1944
Garth MacGuigan,5.0,0.0,1.0,1.0,0.2,2.0,1979-1984,2.0,C,1979,1984
Doug Shelton,5.0,0.0,1.0,1.0,0.2,2.0,1967-1968,1.0,RW,1967,1968
Mike Ware,5.0,0.0,1.0,1.0,0.2,15.0,1988-1990,2.0,D/RW,1988,1990
Brandon Nolan,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2007-2008,1.0,C,2007,2008
Alexei Kaigorodov,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2006-2007,1.0,C,2006,2007
Kevin Quick,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2008-2009,1.0,D,2008,2009
Chris Bala,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2001-2002,1.0,LW,2001,2002
Marty Dallman,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1987-1989,2.0,C,1987,1989
Viv Allen,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1940-1941,1.0,RW,1940,1941
Jeffrey Teal,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1984-1985,1.0,LW/C,1984,1985
Bob Guindon,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1979-1980,1.0,LW,1979,1980
Cliff Simpson,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1946-1948,2.0,C,1946,1948
Chad Kolarik,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,2009-2011,2.0,RW,2009,2011
Maxim Balmochnykh,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1999-2000,1.0,RW,1999,2000
Matt Henderson,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1998-2002,2.0,LW,1998,2002
Steve Bancroft,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1992-2002,2.0,D,1992,2002
Peter Sturgeon,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1979-1981,2.0,LW,1979,1981
Jim Culhane,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1989-1990,1.0,D,1989,1990
Todd Flichel,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1987-1990,3.0,D/RW,1987,1990
Barrie Meissner,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1967-1969,2.0,LW,1967,1969
Leo Carbol,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1942-1943,1.0,D,1942,1943
Pete Bessone,6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1937-1938,1.0,D,1937,1938
Barry MacKenzie,6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1968-1969,1.0,D,1968,1969
Michael Heidt,6.0,0.0,1.0,1.0,0.16699999999999998,7.0,1983-1984,1.0,D,1983,1984
Peter Helander,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1982-1983,1.0,D,1982,1983
Ryan Ready,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2005-2006,1.0,LW,2005,2006
Chris Armstrong,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2000-2004,2.0,D,2000,2004
Ryan Kraft,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2002-2003,1.0,C,2002,2003
Jim Stanfield,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1969-1972,3.0,C,1969,1972
Brian Fahey,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2010-2011,1.0,D,2010,2011
Ray Macias,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2008-2011,2.0,D/RW,2008,2011
Steve Langdon,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1974-1978,3.0,RW,1974,1978
Jeff Brownschidle,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1981-1983,2.0,D,1981,1983
Ken Girard,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1956-1960,3.0,RW,1956,1960
Frank Bennett,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1943-1944,1.0,LW,1943,1944
Patrick Coulombe,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2006-2007,1.0,D,2006,2007
Cory LaRose,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2003-2004,1.0,C,2003,2004
Tyler Eckford,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2009-2011,2.0,D,2009,2011
Hazen McAndrew,7.0,0.0,1.0,1.0,0.14300000000000002,6.0,1941-1942,1.0,D,1941,1942
Jason Widmer,7.0,0.0,1.0,1.0,0.14300000000000002,7.0,1994-1997,3.0,D,1994,1997
Dwayne Zinger,7.0,0.0,1.0,1.0,0.14300000000000002,9.0,2003-2004,1.0,D,2003,2004
Radek Smolenak,7.0,0.0,1.0,1.0,0.14300000000000002,15.0,2008-2010,2.0,LW,2008,2010
Gordie Clark,8.0,0.0,1.0,1.0,0.125,0.0,1974-1976,2.0,RW,1974,1976
Jack Markle,8.0,0.0,1.0,1.0,0.125,0.0,1935-1936,1.0,RW,1935,1936
Justin DiBenedetto,8.0,0.0,1.0,1.0,0.125,2.0,2010-2011,1.0,C/LW,2010,2011
Kevin Doell,8.0,0.0,1.0,1.0,0.125,4.0,2007-2008,1.0,C,2007,2008
Charles Luksa,8.0,0.0,1.0,1.0,0.125,4.0,1979-1980,1.0,D,1979,1980
Bobby Benson,8.0,0.0,1.0,1.0,0.125,4.0,1924-1925,1.0,D,1924,1925
Francois Groleau,8.0,0.0,1.0,1.0,0.125,6.0,1995-1998,3.0,D,1995,1998
Chris Corrinet,8.0,0.0,1.0,1.0,0.125,6.0,2001-2002,1.0,F,2001,2002
Terry McDonald,8.0,0.0,1.0,1.0,0.125,6.0,1975-1976,1.0,D,1975,1976
Dan Brennan,8.0,0.0,1.0,1.0,0.125,9.0,1983-1986,2.0,F,1983,1986
Leigh Verstraete,8.0,0.0,1.0,1.0,0.125,14.0,1982-1988,3.0,RW,1982,1988
Ray Podloski,8.0,0.0,1.0,1.0,0.125,17.0,1988-1989,1.0,C,1988,1989
Denis Larocque,8.0,0.0,1.0,1.0,0.125,18.0,1987-1988,1.0,D,1987,1988
Corey Locke,9.0,0.0,1.0,1.0,0.111,0.0,2007-2011,3.0,C,2007,2011
Jean-Louis Bourcier,9.0,0.0,1.0,1.0,0.111,0.0,1935-1936,1.0,LW,1935,1936
Dan McFall,9.0,0.0,1.0,1.0,0.111,0.0,1984-1986,2.0,D,1984,1986
Tony Licari,9.0,0.0,1.0,1.0,0.111,0.0,1946-1947,1.0,RW,1946,1947
Roman Tvrdon,9.0,0.0,1.0,1.0,0.111,2.0,2003-2004,1.0,RW,2003,2004
Don Cairns,9.0,0.0,1.0,1.0,0.111,2.0,1975-1977,2.0,LW,1975,1977
Kirby Law,9.0,0.0,1.0,1.0,0.111,4.0,2000-2004,3.0,RW,2000,2004
Maxime Fortunus,9.0,0.0,1.0,1.0,0.111,4.0,2009-2014,2.0,D,2009,2014
David Brine,9.0,0.0,1.0,1.0,0.111,4.0,2007-2008,1.0,C,2007,2008
Ed Cristofoli,9.0,0.0,1.0,1.0,0.111,4.0,1989-1990,1.0,RW,1989,1990
Jeannot Gilbert,9.0,0.0,1.0,1.0,0.111,4.0,1962-1965,2.0,C,1962,1965
Jason Jaspers,9.0,0.0,1.0,1.0,0.111,6.0,2001-2004,3.0,C,2001,2004
Mat Clark,9.0,0.0,1.0,1.0,0.111,6.0,2011-2015,2.0,D,2011,2015
Alain Bélanger,9.0,0.0,1.0,1.0,0.111,6.0,1977-1978,1.0,RW,1977,1978
Gilles Bilodeau,9.0,0.0,1.0,1.0,0.111,25.0,1979-1980,1.0,D,1979,1980
Mike Moher,9.0,0.0,1.0,1.0,0.111,28.0,1982-1983,1.0,RW,1982,1983
Ron Talakoski,9.0,0.0,1.0,1.0,0.111,33.0,1986-1988,2.0,RW,1986,1988
Kevin Evans,9.0,0.0,1.0,1.0,0.111,44.0,1990-1992,2.0,LW,1990,1992
Bruce Greig,9.0,0.0,1.0,1.0,0.111,46.0,1973-1975,2.0,LW,1973,1975
Brian Kinsella,10.0,0.0,1.0,1.0,0.1,0.0,1975-1977,2.0,RW,1975,1977
Clarence Drouillard,10.0,0.0,1.0,1.0,0.1,0.0,1937-1938,1.0,C,1937,1938
Sergei Zinovyev,10.0,0.0,1.0,1.0,0.1,2.0,2003-2004,1.0,C,2003,2004
Bernie Saunders,10.0,0.0,1.0,1.0,0.1,8.0,1979-1981,2.0,RW,1979,1981
Tommy Smith,10.0,0.0,1.0,1.0,0.1,11.0,1919-1920,1.0,C,1919,1920
Bryan Adams,11.0,0.0,1.0,1.0,0.091,2.0,1999-2001,2.0,LW/C,1999,2001
Dave Downie,11.0,0.0,1.0,1.0,0.091,2.0,1932-1933,1.0,C,1932,1933
Bob Liddington,11.0,0.0,1.0,1.0,0.091,2.0,1970-1971,1.0,LW,1970,1971
Mark Katic,11.0,0.0,1.0,1.0,0.091,4.0,2010-2011,1.0,D,2010,2011
Viktors Ignatjevs,11.0,0.0,1.0,1.0,0.091,6.0,1998-1999,1.0,D,1998,1999
Timo Helbling,11.0,0.0,1.0,1.0,0.091,8.0,2005-2007,2.0,D,2005,2007
Kyle Rossiter,11.0,0.0,1.0,1.0,0.091,9.0,2001-2004,3.0,D,2001,2004
Triston Grant,11.0,0.0,1.0,1.0,0.091,19.0,2006-2010,2.0,LW,2006,2010
Al Simmons,11.0,0.0,1.0,1.0,0.091,21.0,1971-1976,3.0,D,1971,1976
Peter Ambroziak,12.0,0.0,1.0,1.0,0.083,0.0,1994-1995,1.0,LW,1994,1995
Matt Ryan,12.0,0.0,1.0,1.0,0.083,2.0,2005-2006,1.0,C/LW,2005,2006
Michel Riesen,12.0,0.0,1.0,1.0,0.083,4.0,2000-2001,1.0,RW,2000,2001
Harry Dick,12.0,0.0,1.0,1.0,0.083,12.0,1946-1947,1.0,D,1946,1947
Sean Gagnon,12.0,0.0,1.0,1.0,0.083,34.0,1997-2001,3.0,D,1997,2001
Travis Morin,13.0,0.0,1.0,1.0,0.077,0.0,2010-2015,3.0,C,2010,2015
Norm McAtee,13.0,0.0,1.0,1.0,0.077,0.0,1946-1947,1.0,F,1946,1947
Cliff Thompson,13.0,0.0,1.0,1.0,0.077,2.0,1941-1949,2.0,D,1941,1949
Arnie Kullman,13.0,0.0,1.0,1.0,0.077,11.0,1947-1950,2.0,C,1947,1950
Martin Samuelsson,14.0,0.0,1.0,1.0,0.071,2.0,2002-2004,2.0,RW,2002,2004
Lars Zetterstrom,14.0,0.0,1.0,1.0,0.071,2.0,1978-1979,1.0,D,1978,1979
Greg Jacina,14.0,0.0,1.0,1.0,0.071,6.0,2005-2007,2.0,C/RW,2005,2007
Claude Julien,14.0,0.0,1.0,1.0,0.071,25.0,1984-1986,2.0,D,1984,1986
Greg Nemisz,15.0,0.0,1.0,1.0,0.067,0.0,2010-2012,2.0,RW,2010,2012
Todd Simon,15.0,0.0,1.0,1.0,0.067,0.0,1993-1994,1.0,C,1993,1994
Eddie Jeremiah,15.0,0.0,1.0,1.0,0.067,0.0,1931-1932,1.0,RW,1931,1932
Frank Dunlap,15.0,0.0,1.0,1.0,0.067,2.0,1943-1944,1.0,RW,1943,1944
Jarrett Deuling,15.0,0.0,1.0,1.0,0.067,11.0,1995-1997,2.0,LW,1995,1997
Michael Colman,15.0,0.0,1.0,1.0,0.067,32.0,1991-1992,1.0,D,1991,1992
Sergei Starikov,16.0,0.0,1.0,1.0,0.063,8.0,1989-1990,1.0,D,1989,1990
Darrell Scoville,16.0,0.0,1.0,1.0,0.063,12.0,1999-2004,3.0,D,1999,2004
Dave Marcinyshyn,16.0,0.0,1.0,1.0,0.063,49.0,1990-1993,3.0,D,1990,1993
Gerry Denoird,17.0,0.0,1.0,1.0,0.059000000000000004,0.0,1922-1923,1.0,C,1922,1923
Claudio Scremin,17.0,0.0,1.0,1.0,0.059000000000000004,29.0,1991-1993,2.0,D,1991,1993
Gord Redahl,18.0,0.0,1.0,1.0,0.055999999999999994,2.0,1958-1959,1.0,F,1958,1959
Dave Watson,18.0,0.0,1.0,1.0,0.055999999999999994,10.0,1979-1981,2.0,F,1979,1981
Casey Hankinson,18.0,0.0,1.0,1.0,0.055999999999999994,13.0,2000-2004,3.0,LW,2000,2004
Harry Radley,18.0,0.0,1.0,1.0,0.055999999999999994,13.0,1930-1937,2.0,D,1930,1937
Doug Friedman,18.0,0.0,1.0,1.0,0.055999999999999994,34.0,1997-1999,2.0,LW,1997,1999
Alex Brooks,19.0,0.0,1.0,1.0,0.053,4.0,2006-2007,1.0,D,2006,2007
Al Nicholson,19.0,0.0,1.0,1.0,0.053,4.0,1955-1957,2.0,LW,1955,1957
Frank Heffernan,19.0,0.0,1.0,1.0,0.053,10.0,1919-1920,1.0,D,1919,1920
Bob Lemieux,19.0,0.0,1.0,1.0,0.053,12.0,1967-1968,1.0,D,1967,1968
Ivan Droppa,19.0,0.0,1.0,1.0,0.053,14.0,1993-1996,2.0,D,1993,1996
Burr Williams,19.0,0.0,1.0,1.0,0.053,28.0,1933-1937,3.0,D,1933,1937
Shawn Belle,20.0,0.0,1.0,1.0,0.05,2.0,2006-2011,3.0,D,2006,2011
Jeff Ware,21.0,0.0,1.0,1.0,0.048,12.0,1996-1999,3.0,D,1996,1999
Darren Reid,21.0,0.0,1.0,1.0,0.048,18.0,2005-2007,2.0,RW,2005,2007
Craig Martin,21.0,0.0,1.0,1.0,0.048,24.0,1994-1997,2.0,RW,1994,1997
Joe Finley,21.0,0.0,1.0,1.0,0.048,32.0,2011-2013,2.0,D,2011,2013
Nikolai Tsulygin,22.0,0.0,1.0,1.0,0.045,8.0,1996-1997,1.0,D,1996,1997
Rob Robinson,22.0,0.0,1.0,1.0,0.045,8.0,1991-1992,1.0,D,1991,1992
Mike Vernace,22.0,0.0,1.0,1.0,0.045,10.0,2008-2011,2.0,D,2008,2011
Davis Payne,22.0,0.0,1.0,1.0,0.045,14.0,1995-1997,2.0,RW,1995,1997
Gordon Kannegiesser,23.0,0.0,1.0,1.0,0.043,15.0,1967-1972,2.0,D,1967,1972
Kyle Freadrich,23.0,0.0,1.0,1.0,0.043,75.0,1999-2001,2.0,LW,1999,2001
Doug Baldwin,24.0,0.0,1.0,1.0,0.042,8.0,1945-1948,3.0,D,1945,1948
Tom Fowler,24.0,0.0,1.0,1.0,0.042,18.0,1946-1947,1.0,C,1946,1947
Colten Teubert,24.0,0.0,1.0,1.0,0.042,25.0,2011-2012,1.0,D,2011,2012
Sammy McManus,26.0,0.0,1.0,1.0,0.038,8.0,1934-1937,2.0,LW,1934,1937
Gregory Stewart,26.0,0.0,1.0,1.0,0.038,48.0,2007-2010,3.0,LW,2007,2010
Joel Rechlicz,26.0,0.0,1.0,1.0,0.038,105.0,2008-2012,3.0,RW,2008,2012
Val Hoffinger,28.0,0.0,1.0,1.0,0.036000000000000004,30.0,1927-1929,2.0,D,1927,1929
Warren Luhning,29.0,0.0,1.0,1.0,0.034,21.0,1997-2000,3.0,RW,1997,2000
Bennett Wolf,30.0,0.0,1.0,1.0,0.033,133.0,1980-1983,3.0,D,1980,1983
Charles Cahill,32.0,0.0,1.0,1.0,0.031,4.0,1925-1927,2.0,RW,1925,1927
James Donnelly,34.0,0.0,1.0,1.0,0.028999999999999998,14.0,1926-1927,1.0,D,1926,1927
Don Ward,34.0,0.0,1.0,1.0,0.028999999999999998,16.0,1957-1960,2.0,D,1957,1960
Nathan McIver,36.0,0.0,1.0,1.0,0.027999999999999997,95.0,2006-2009,3.0,D,2006,2009
Doug Doull,37.0,0.0,1.0,1.0,0.027000000000000003,151.0,2003-2006,2.0,LW,2003,2006
James Hughes,40.0,0.0,1.0,1.0,0.025,48.0,1929-1930,1.0,D,1929,1930
Murray Anderson,40.0,0.0,1.0,1.0,0.025,68.0,1974-1975,1.0,D,1974,1975
Robin Bartel,41.0,0.0,1.0,1.0,0.024,14.0,1985-1987,2.0,D,1985,1987
Bob Davie,41.0,0.0,1.0,1.0,0.024,25.0,1933-1936,3.0,D,1933,1936
Johnathan Aitken,44.0,0.0,1.0,1.0,0.023,70.0,1999-2004,2.0,D,1999,2004
Larry Molyneaux,45.0,0.0,1.0,1.0,0.022000000000000002,20.0,1937-1939,2.0,D,1937,1939
Jim Agnew,81.0,0.0,1.0,1.0,0.012,257.0,1986-1993,6.0,D,1986,1993
Brennan Evans,0.0,0.0,0.0,0.0,-,0.0,2003-2004,1.0,D,2003,2004
Brock Tredway,0.0,0.0,0.0,0.0,-,0.0,1981-1982,1.0,LW,1981,1982
Bill Anderson,0.0,0.0,0.0,0.0,-,0.0,1942-1943,1.0,D,1942,1943
Don Cherry,0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,D,1954,1955
Igor Nikulin,0.0,0.0,0.0,0.0,-,0.0,1996-1997,1.0,RW,1996,1997
Michel Déziel,0.0,0.0,0.0,0.0,-,0.0,1974-1975,1.0,LW,1974,1975
Steve Andrascik,0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,RW,1971,1972
Chris Hayes,0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,LW,1971,1972
Doug Anderson,0.0,0.0,0.0,0.0,-,0.0,1952-1953,1.0,C,1952,1953
Ken Davies,0.0,0.0,0.0,0.0,-,0.0,1947-1948,1.0,C,1947,1948
Wayne Brown,0.0,0.0,0.0,0.0,-,0.0,1953-1954,1.0,RW,1953,1954
Gord Wilson,0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,LW,1954,1955
Jack Stanfield,0.0,0.0,0.0,0.0,-,0.0,1965-1966,1.0,LW,1965,1966
Gary Collins,0.0,0.0,0.0,0.0,-,0.0,1958-1959,1.0,C,1958,1959
David Salvian,0.0,0.0,0.0,0.0,-,0.0,1976-1977,1.0,RW,1976,1977
Léo Thiffault,0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,LW,1967,1968
Eddie Emberg,0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,C,1944,1945
Gord Haidy,0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,RW,1949,1950
Mike Corbett,0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,RW,1967,1968
Doug McKay,0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,LW,1949,1950
Sidney McNabney,0.0,0.0,0.0,0.0,-,0.0,1950-1951,1.0,C,1950,1951
Stan Long,0.0,0.0,0.0,0.0,-,0.0,1951-1952,1.0,D,1951,1952
Butch Stahan,0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,D,1944,1945
Gerry Reid,0.0,0.0,0.0,0.0,-,0.0,1948-1949,1.0,C,1948,1949
Ronnie Sundin,1.0,0.0,0.0,0.0,0.000,0.0,1997-1998,1.0,D,1997,1998
Mikko Jokela,1.0,0.0,0.0,0.0,0.000,0.0,2002-2003,1.0,D,2002,2003
Martti Jarventie,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,D,2001,2002
Masi Marjamaki,1.0,0.0,0.0,0.0,0.000,0.0,2005-2006,1.0,LW,2005,2006
Tomi Maki,1.0,0.0,0.0,0.0,0.000,0.0,2006-2007,1.0,C/W,2006,2007
Petri Varis,1.0,0.0,0.0,0.0,0.000,0.0,1997-1998,1.0,RW,1997,1998
Bjorn Skaare,1.0,0.0,0.0,0.0,0.000,0.0,1978-1979,1.0,C,1978,1979
Perttu Lindgren,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,C,2009,2010
Johan Motin,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,D,2009,2010
André Petersson,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,LW/RW,2011,2012
David Moravec,1.0,0.0,0.0,0.0,0.000,0.0,1999-2000,1.0,LW,1999,2000
Chris Kelleher,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,D,2001,2002
Darren Boyko,1.0,0.0,0.0,0.0,0.000,0.0,1988-1989,1.0,C,1988,1989
Jamie Hunt,1.0,0.0,0.0,0.0,0.000,0.0,2006-2007,1.0,D,2006,2007
Nate Raduns,1.0,0.0,0.0,0.0,0.000,0.0,2008-2009,1.0,RW,2008,2009
Tim Ramholt,1.0,0.0,0.0,0.0,0.000,0.0,2007-2008,1.0,D,2007,2008
Layne Ulmer,1.0,0.0,0.0,0.0,0.000,0.0,2003-2004,1.0,C,2003,2004
Libor Pivko,1.0,0.0,0.0,0.0,0.000,0.0,2003-2004,1.0,LW,2003,2004
Curtis Murphy,1.0,0.0,0.0,0.0,0.000,0.0,2002-2003,1.0,D,2002,2003
Vaclav Pletka,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,LW,2001,2002
Stanislav Gron,1.0,0.0,0.0,0.0,0.000,0.0,2000-2001,1.0,C,2000,2001
Jamie Arniel,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,C/RW,2010,2011
Ryan Thang,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,RW/LW,2011,2012
Brodie Dupont,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,LW/C,2010,2011
