Name,GP,G,A,TP,PPG,PIM,Period,Years,POS
Tony McKegney,912.0,320.0,319.0,639.0,0.701,517.0,1978-1991,13.0,LW
Ralph Backstrom,1032.0,278.0,361.0,639.0,0.619,386.0,1956-1973,17.0,C
James Patrick,1280.0,149.0,490.0,639.0,0.499,759.0,1983-2004,21.0,D
Roman Hamrlik,1395.0,155.0,483.0,638.0,0.457,1408.0,1992-2013,20.0,D
Teppo Numminen,1372.0,117.0,520.0,637.0,0.46399999999999997,513.0,1988-2009,20.0,D
Brian Sutter,779.0,303.0,333.0,636.0,0.816,1786.0,1976-1988,12.0,LW
Anton Stastny,650.0,252.0,384.0,636.0,0.978,150.0,1980-1989,9.0,LW
Tyler Seguin,741.0,279.0,356.0,635.0,0.857,223.0,2010-2021,11.0,C
Mats Naslund,651.0,251.0,383.0,634.0,0.9740000000000001,111.0,1982-1995,9.0,LW
John Anderson,814.0,282.0,349.0,631.0,0.775,263.0,1977-1989,12.0,LW
Robert Reichel,830.0,252.0,378.0,630.0,0.759,388.0,1990-2004,11.0,C
Esa Tikkanen,877.0,244.0,385.0,630.0,0.718,1077.0,1984-1999,15.0,LW
Brent Ashton,998.0,284.0,345.0,629.0,0.63,635.0,1979-1993,14.0,C/LW
Ed Westfall,1226.0,231.0,394.0,625.0,0.51,544.0,1961-1979,18.0,RW
Radim Vrbata,1057.0,284.0,339.0,623.0,0.589,294.0,2001-2018,16.0,RW
Elmer Lach,664.0,215.0,408.0,623.0,0.938,478.0,1940-1954,14.0,C
Brian Mullen,832.0,255.0,362.0,622.0,0.748,414.0,1982-1993,11.0,LW
Alexander Steen,1018.0,245.0,377.0,622.0,0.611,454.0,2005-2021,16.0,LW/RW
Guy Lapointe,884.0,171.0,451.0,622.0,0.7040000000000001,893.0,1968-1984,16.0,D
Patrick Sharp,939.0,287.0,333.0,620.0,0.66,536.0,2002-2018,15.0,LW/RW
Ron Duguay,864.0,274.0,346.0,620.0,0.718,582.0,1977-1989,12.0,C
Chris Kunitz,1022.0,268.0,351.0,619.0,0.606,746.0,2003-2019,15.0,LW
Keith Primeau,909.0,266.0,353.0,619.0,0.6809999999999999,1541.0,1990-2006,15.0,C
David Legwand,1136.0,228.0,390.0,618.0,0.544,551.0,1998-2016,17.0,C
Adam Graves,1152.0,329.0,287.0,616.0,0.535,1224.0,1987-2003,16.0,LW
Fred Stanfield,914.0,211.0,405.0,616.0,0.674,134.0,1964-1978,14.0,LW
Chris Drury,892.0,260.0,355.0,615.0,0.6890000000000001,468.0,1998-2011,12.0,C
Derek King,830.0,261.0,351.0,612.0,0.737,417.0,1986-2000,14.0,LW
Martin Rucinsky,961.0,241.0,371.0,612.0,0.637,821.0,1991-2008,16.0,LW
Ron Greschner,982.0,179.0,431.0,610.0,0.621,1226.0,1974-1990,16.0,D
Duncan Keith,1138.0,101.0,509.0,610.0,0.536,623.0,2005-2021,16.0,D
Dickie Moore,719.0,261.0,347.0,608.0,0.846,652.0,1951-1968,14.0,LW
Tomas Plekanec,1001.0,233.0,375.0,608.0,0.607,543.0,2003-2019,15.0,C
Peter Zezel,873.0,219.0,389.0,608.0,0.696,435.0,1984-1999,15.0,C
Walt McKechnie,955.0,214.0,392.0,606.0,0.635,469.0,1967-1983,16.0,C
Terry O'Reilly,891.0,204.0,402.0,606.0,0.68,2095.0,1971-1985,14.0,RW
"Syl Apps, Jr.",727.0,183.0,423.0,606.0,0.8340000000000001,311.0,1970-1980,10.0,C
Mike Ricci,1099.0,243.0,362.0,605.0,0.551,974.0,1990-2007,16.0,C
Dan Boyle,1093.0,163.0,442.0,605.0,0.5539999999999999,693.0,1998-2016,17.0,D
Erik Karlsson,736.0,135.0,468.0,603.0,0.8190000000000001,354.0,2009-2021,12.0,D
Bert Olmstead,848.0,181.0,421.0,602.0,0.71,884.0,1948-1962,14.0,LW
Simon Gagne,822.0,291.0,310.0,601.0,0.731,328.0,1999-2015,14.0,LW
Brendan Morrison,934.0,200.0,401.0,601.0,0.643,450.0,1997-2012,14.0,C
Garry Galley,1149.0,125.0,475.0,600.0,0.522,1218.0,1984-2001,17.0,D
Michal Pivonka,825.0,181.0,418.0,599.0,0.726,478.0,1986-1999,13.0,C
Stu Barnes,1136.0,261.0,336.0,597.0,0.526,438.0,1991-2008,16.0,C
Dmitri Khristich,811.0,259.0,338.0,597.0,0.736,422.0,1990-2002,12.0,RW
Brian Gionta,1026.0,291.0,304.0,595.0,0.58,377.0,2001-2018,16.0,RW
Martin Havlat,790.0,242.0,352.0,594.0,0.752,404.0,2000-2016,15.0,RW/LW
Jean-Paul Parise,890.0,238.0,356.0,594.0,0.667,706.0,1965-1979,14.0,LW
Loui Eriksson,968.0,250.0,343.0,593.0,0.613,192.0,2006-2021,15.0,LW/RW
Thomas Gradin,677.0,209.0,384.0,593.0,0.8759999999999999,298.0,1978-1987,9.0,C
Al MacAdam,864.0,240.0,351.0,591.0,0.684,509.0,1973-1985,12.0,RW
Dainius Zubrus,1293.0,228.0,363.0,591.0,0.457,791.0,1996-2016,19.0,W/C
Radek Dvorak,1260.0,227.0,363.0,590.0,0.46799999999999997,449.0,1995-2014,18.0,RW
Mike Fisher,1104.0,278.0,311.0,589.0,0.534,815.0,1999-2018,18.0,C
Don Marshall,1176.0,265.0,324.0,589.0,0.501,127.0,1951-1972,19.0,LW
Claude Provost,1005.0,254.0,335.0,589.0,0.586,469.0,1955-1970,15.0,RW
Matt Duchene,793.0,245.0,344.0,589.0,0.743,190.0,2009-2021,12.0,C
Patrik Sundstrom,676.0,219.0,369.0,588.0,0.87,349.0,1982-1992,10.0,RW
Ryan Suter,1142.0,90.0,498.0,588.0,0.515,655.0,2005-2021,16.0,D
Carol Vadnais,1087.0,169.0,418.0,587.0,0.54,1813.0,1966-1983,17.0,D
Steve Vickers,698.0,246.0,340.0,586.0,0.84,330.0,1972-1982,10.0,LW
Jeff Brown,747.0,154.0,431.0,585.0,0.7829999999999999,498.0,1985-1998,13.0,D
Mario Tremblay,852.0,258.0,326.0,584.0,0.685,1043.0,1974-1986,12.0,RW
Troy Murray,915.0,230.0,354.0,584.0,0.638,875.0,1981-1996,15.0,C
Keith Acton,1023.0,226.0,358.0,584.0,0.5710000000000001,1172.0,1979-1994,15.0,C
Bob Bourne,964.0,258.0,324.0,582.0,0.604,605.0,1974-1988,14.0,C
Don McKenney,798.0,237.0,345.0,582.0,0.7290000000000001,211.0,1954-1968,13.0,C
Tom Fergus,726.0,235.0,346.0,581.0,0.8,499.0,1981-1993,12.0,C
Fredrik Olausson,1022.0,147.0,434.0,581.0,0.568,450.0,1986-2003,16.0,D
Shawn McEachern,911.0,256.0,323.0,579.0,0.636,506.0,1991-2006,14.0,LW
Laurie Boschman,1009.0,229.0,348.0,577.0,0.5720000000000001,2265.0,1979-1993,14.0,C
Robert MacMillan,753.0,228.0,349.0,577.0,0.7659999999999999,260.0,1974-1985,11.0,RW
Brenden Morrow,991.0,265.0,310.0,575.0,0.58,1362.0,1999-2015,15.0,LW
Milt Schmidt,776.0,229.0,346.0,575.0,0.741,466.0,1936-1955,16.0,C
Guy Chouinard,578.0,205.0,370.0,575.0,0.995,120.0,1974-1984,10.0,C
Eric Desjardins,1143.0,136.0,439.0,575.0,0.503,757.0,1988-2006,17.0,D
Eric Nesterenko,1219.0,250.0,324.0,574.0,0.47100000000000003,1273.0,1951-1972,21.0,RW
Petr Klima,786.0,313.0,260.0,573.0,0.7290000000000001,671.0,1985-1999,13.0,RW
Jim Pappin,767.0,278.0,295.0,573.0,0.747,667.0,1963-1977,14.0,RW
Ryan Kesler,1001.0,258.0,315.0,573.0,0.5720000000000001,920.0,2003-2021,17.0,C
Keith Yandle,976.0,99.0,474.0,573.0,0.5870000000000001,564.0,2006-2021,15.0,D
Dick Duff,1030.0,283.0,289.0,572.0,0.555,743.0,1954-1972,18.0,LW
Ales Hemsky,845.0,174.0,398.0,572.0,0.677,353.0,2002-2018,15.0,RW
Joe Juneau,828.0,156.0,416.0,572.0,0.691,271.0,1991-2004,13.0,C
Andrei Markov,990.0,119.0,453.0,572.0,0.578,505.0,2000-2017,16.0,D
Sergei Samsonov,888.0,235.0,336.0,571.0,0.643,209.0,1997-2011,13.0,LW
Kimmo Timonen,1108.0,117.0,454.0,571.0,0.515,654.0,1998-2015,16.0,D
Shea Weber,990.0,218.0,352.0,570.0,0.5760000000000001,681.0,2005-2021,16.0,D
Mike Krushelnyski,897.0,241.0,328.0,569.0,0.634,699.0,1981-1995,14.0,C
Chris Gratton,1092.0,214.0,354.0,568.0,0.52,1638.0,1993-2009,15.0,C
Dave Ellett,1129.0,153.0,415.0,568.0,0.503,985.0,1984-2000,16.0,D
Bill Gadsby,1248.0,130.0,438.0,568.0,0.455,1539.0,1946-1966,20.0,D
Ross Lonsberry,968.0,256.0,310.0,566.0,0.585,806.0,1966-1981,15.0,LW
T.J. Oshie,803.0,237.0,329.0,566.0,0.705,402.0,2008-2021,13.0,RW
Wendel Clark,793.0,330.0,234.0,564.0,0.711,1690.0,1985-2000,15.0,LW
Don Maloney,765.0,214.0,350.0,564.0,0.737,815.0,1978-1991,13.0,LW
Sandis Ozolins,875.0,167.0,397.0,564.0,0.645,638.0,1992-2008,15.0,D
Rob Ramage,1044.0,139.0,425.0,564.0,0.54,2224.0,1979-1994,15.0,D
Taylor Hall,627.0,218.0,345.0,563.0,0.898,350.0,2010-2021,11.0,LW
Jussi Jokinen,951.0,191.0,372.0,563.0,0.5920000000000001,377.0,2005-2018,13.0,W/C
Tomas Kaberle,984.0,87.0,476.0,563.0,0.5720000000000001,260.0,1998-2013,14.0,D
Jimmy Carson,626.0,275.0,286.0,561.0,0.8959999999999999,254.0,1986-1996,10.0,C
Tony Tanti,697.0,287.0,273.0,560.0,0.8029999999999999,661.0,1981-1992,11.0,LW
Ted Kennedy,696.0,231.0,329.0,560.0,0.805,432.0,1942-1957,14.0,C
Ryan O'Reilly,804.0,195.0,365.0,560.0,0.6970000000000001,106.0,2009-2021,12.0,C
Paul Reinhart,648.0,133.0,426.0,559.0,0.863,277.0,1979-1990,11.0,D
Billy Harris,897.0,231.0,327.0,558.0,0.622,394.0,1972-1984,12.0,RW
Bobby Schmautz,764.0,271.0,286.0,557.0,0.7290000000000001,988.0,1967-1981,13.0,RW
David Backes,950.0,245.0,312.0,557.0,0.586,1144.0,2006-2021,15.0,RW/C
Mike Murphy,831.0,238.0,318.0,556.0,0.669,514.0,1971-1983,12.0,RW
Bobby Ryan,833.0,254.0,301.0,555.0,0.6659999999999999,443.0,2007-2021,14.0,RW/LW
Pete Stemkowski,967.0,206.0,349.0,555.0,0.574,866.0,1963-1978,15.0,C
Bengt-Ake Gustafsson,629.0,196.0,359.0,555.0,0.882,196.0,1979-1989,9.0,C
Max Pacioretty,763.0,280.0,274.0,554.0,0.726,419.0,2008-2021,13.0,LW
Don Luce,894.0,225.0,329.0,554.0,0.62,364.0,1969-1982,13.0,C
David Perron,850.0,223.0,327.0,550.0,0.647,648.0,2007-2021,14.0,LW/RW
John Cullen,621.0,187.0,363.0,550.0,0.8859999999999999,898.0,1988-1999,10.0,C
Mike Knuble,1068.0,278.0,270.0,548.0,0.513,641.0,1996-2013,16.0,RW
Mike Sillinger,1049.0,240.0,308.0,548.0,0.522,644.0,1990-2009,18.0,C
Bill Cowley,549.0,195.0,353.0,548.0,0.998,143.0,1934-1947,13.0,C
Nikita Kucherov,515.0,221.0,326.0,547.0,1.062,261.0,2013-2021,8.0,RW
Logan Couture,715.0,256.0,290.0,546.0,0.764,189.0,2009-2021,12.0,C
James Neal,821.0,289.0,256.0,545.0,0.664,570.0,2008-2021,13.0,RW
Martin Erat,881.0,176.0,369.0,545.0,0.619,506.0,2001-2015,13.0,RW/LW
Max Bentley,645.0,245.0,299.0,544.0,0.843,179.0,1940-1954,12.0,C
Benoit Hogue,863.0,222.0,321.0,543.0,0.629,877.0,1987-2002,15.0,C
Doug Bentley,565.0,219.0,324.0,543.0,0.961,217.0,1939-1954,13.0,LW
Gary Dornhoefer,787.0,214.0,328.0,542.0,0.6890000000000001,1291.0,1963-1978,14.0,RW
Craig Conroy,1009.0,182.0,360.0,542.0,0.537,603.0,1994-2011,16.0,C
Bill Goldsworthy,771.0,283.0,258.0,541.0,0.7020000000000001,763.0,1964-1978,14.0,RW
Mark Napier,767.0,235.0,306.0,541.0,0.705,157.0,1978-1989,11.0,RW
Bill Mosienko,711.0,258.0,282.0,540.0,0.759,121.0,1941-1955,14.0,RW
Doug Harvey,1113.0,88.0,452.0,540.0,0.485,1216.0,1947-1969,20.0,D
Andrew Ladd,950.0,249.0,289.0,538.0,0.5660000000000001,568.0,2005-2021,16.0,LW/RW
Jordan Staal,961.0,225.0,312.0,537.0,0.5589999999999999,475.0,2006-2021,15.0,C
Viktor Kozlov,897.0,198.0,339.0,537.0,0.599,248.0,1994-2009,14.0,C/RW
Glen Wesley,1457.0,128.0,409.0,537.0,0.369,1045.0,1987-2008,20.0,D
Kris Letang,808.0,127.0,410.0,537.0,0.665,580.0,2006-2021,15.0,D
Tim Young,628.0,195.0,341.0,536.0,0.8540000000000001,438.0,1975-1985,10.0,F
Danny Grant,736.0,263.0,272.0,535.0,0.727,239.0,1965-1979,13.0,RW
Ron Sutter,1093.0,205.0,330.0,535.0,0.489,1352.0,1982-2001,19.0,C
Calle Johansson,1110.0,119.0,416.0,535.0,0.48200000000000004,519.0,1987-2004,17.0,D
Kenny Wharram,766.0,252.0,281.0,533.0,0.696,222.0,1951-1969,14.0,C
Erik Cole,892.0,265.0,267.0,532.0,0.596,659.0,2001-2015,13.0,LW
Travis Zajac,991.0,195.0,337.0,532.0,0.537,338.0,2006-2021,15.0,C
Mark Osborne,919.0,212.0,319.0,531.0,0.578,1152.0,1981-1995,14.0,LW
Tomas Holmstrom,1027.0,243.0,287.0,530.0,0.516,763.0,1996-2012,15.0,RW
Guy Charron,734.0,221.0,309.0,530.0,0.722,185.0,1969-1981,12.0,C
Dave Poulin,724.0,205.0,325.0,530.0,0.732,482.0,1982-1995,13.0,C
Ron Stewart,1353.0,276.0,253.0,529.0,0.391,560.0,1952-1973,21.0,C
Camille Henry,719.0,279.0,249.0,528.0,0.7340000000000001,96.0,1953-1970,14.0,LW
Syd Howe,698.0,237.0,301.0,528.0,0.7559999999999999,212.0,1929-1946,17.0,LW
Joe Murphy,779.0,233.0,295.0,528.0,0.6779999999999999,710.0,1986-2001,15.0,RW
Bryan McCabe,1135.0,145.0,383.0,528.0,0.465,1732.0,1995-2011,15.0,D
Doug Bodger,1071.0,106.0,422.0,528.0,0.493,1007.0,1984-2000,16.0,D
Toe Blake,577.0,235.0,292.0,527.0,0.9129999999999999,272.0,1934-1948,14.0,LW
Lucien Deblois,993.0,249.0,276.0,525.0,0.529,814.0,1977-1992,15.0,RW
Dustin Byfuglien,869.0,177.0,348.0,525.0,0.604,1094.0,2005-2020,15.0,D
Derek Roy,738.0,189.0,335.0,524.0,0.71,391.0,2003-2015,11.0,C
Jean-Pierre Dumont,822.0,214.0,309.0,523.0,0.636,364.0,1998-2011,12.0,RW
Bryan Little,843.0,217.0,304.0,521.0,0.618,293.0,2007-2021,14.0,C
Milan Lucic,958.0,206.0,315.0,521.0,0.544,1126.0,2007-2021,14.0,LW
Mike Rogers,484.0,202.0,317.0,519.0,1.072,184.0,1979-1986,7.0,C
Jordan Eberle,724.0,225.0,293.0,518.0,0.715,170.0,2010-2021,11.0,RW
Tim Horton,1446.0,115.0,403.0,518.0,0.358,1611.0,1949-1974,24.0,D
Alexander Syomin,650.0,239.0,278.0,517.0,0.795,582.0,2003-2016,11.0,RW/LW
Ron Schock,909.0,166.0,351.0,517.0,0.569,260.0,1963-1978,15.0,C
Yanic Perreault,859.0,247.0,269.0,516.0,0.601,392.0,1993-2008,14.0,C
Jeff Friesen,893.0,218.0,298.0,516.0,0.578,488.0,1994-2007,12.0,LW
Nels Stewart,650.0,324.0,191.0,515.0,0.792,953.0,1925-1940,15.0,C
Antoine Vermette,1046.0,228.0,287.0,515.0,0.49200000000000005,622.0,2003-2018,14.0,C
Valtteri Filppula,1018.0,191.0,324.0,515.0,0.506,334.0,2005-2021,16.0,C
Aaron Broten,748.0,186.0,329.0,515.0,0.6890000000000001,441.0,1980-1992,12.0,C
Brian Rafalski,833.0,79.0,436.0,515.0,0.618,282.0,1999-2011,11.0,D
Jere Lehtinen,875.0,243.0,271.0,514.0,0.5870000000000001,210.0,1995-2010,14.0,LW
Bob Murray,1008.0,132.0,382.0,514.0,0.51,873.0,1975-1990,15.0,D
Tiger Williams,962.0,241.0,272.0,513.0,0.5329999999999999,3966.0,1974-1988,14.0,LW
Bob Nystrom,900.0,235.0,278.0,513.0,0.57,1248.0,1972-1986,14.0,RW
Shawn Horcoff,1008.0,186.0,325.0,511.0,0.507,624.0,2000-2016,15.0,C
Pat Flatley,780.0,170.0,340.0,510.0,0.654,686.0,1983-1997,14.0,RW
Donald Audette,735.0,260.0,249.0,509.0,0.693,584.0,1989-2004,15.0,RW
Mark Johnson,669.0,203.0,305.0,508.0,0.759,260.0,1979-1990,11.0,C
Joel Otto,943.0,195.0,313.0,508.0,0.539,1934.0,1984-1998,14.0,C
Darryl Sydor,1291.0,98.0,409.0,507.0,0.39299999999999996,755.0,1991-2010,18.0,D
Kyle Okposo,800.0,196.0,310.0,506.0,0.633,443.0,2007-2021,14.0,RW/LW
Lynn Libett,982.0,237.0,268.0,505.0,0.514,472.0,1967-1981,14.0,LW
Brad Boyes,822.0,211.0,294.0,505.0,0.614,251.0,2003-2016,12.0,RW
Brian Campbell,1082.0,87.0,417.0,504.0,0.466,277.0,1999-2017,17.0,D
Brian Bradley,651.0,182.0,321.0,503.0,0.773,528.0,1985-1998,13.0,C
Dennis Hextall,681.0,153.0,350.0,503.0,0.7390000000000001,1398.0,1967-1980,13.0,LW
Drew Doughty,919.0,117.0,385.0,502.0,0.546,635.0,2008-2021,13.0,D
Bob Gainey,1160.0,239.0,262.0,501.0,0.43200000000000005,585.0,1973-1989,16.0,LW
Valeri Kamensky,637.0,200.0,301.0,501.0,0.7859999999999999,383.0,1991-2002,11.0,LW
Greg Malone,704.0,191.0,310.0,501.0,0.7120000000000001,661.0,1976-1987,11.0,C
Mike Green,880.0,150.0,351.0,501.0,0.569,592.0,2005-2020,15.0,D
Ed Jovanovski,1128.0,137.0,363.0,500.0,0.44299999999999995,1491.0,1995-2014,18.0,D
Wayne Simmonds,909.0,251.0,248.0,499.0,0.5489999999999999,1123.0,2008-2021,13.0,RW
Gregg Sheppard,657.0,205.0,293.0,498.0,0.758,243.0,1972-1982,10.0,LW
Todd Marchant,1195.0,186.0,312.0,498.0,0.41700000000000004,774.0,1993-2011,17.0,C
Pierre Pilote,890.0,80.0,418.0,498.0,0.56,1251.0,1955-1969,14.0,D
Craig Simpson,634.0,247.0,250.0,497.0,0.784,659.0,1985-1995,10.0,LW
Radek Bonk,969.0,194.0,303.0,497.0,0.513,581.0,1994-2009,14.0,C
Jeff O'Neill,821.0,237.0,259.0,496.0,0.604,670.0,1995-2007,11.0,RW
Al Secord,766.0,273.0,222.0,495.0,0.6459999999999999,2095.0,1978-1990,12.0,LW
Sylvain Turgeon,669.0,269.0,226.0,495.0,0.74,691.0,1983-1995,12.0,LW
Darcy Rota,794.0,256.0,239.0,495.0,0.623,973.0,1973-1984,11.0,LW
Nathan MacKinnon,525.0,190.0,305.0,495.0,0.943,197.0,2013-2021,8.0,C
Lubomir Visnovsky,883.0,128.0,367.0,495.0,0.561,373.0,2000-2015,14.0,D
Keith Crowder,662.0,223.0,271.0,494.0,0.746,1344.0,1980-1990,10.0,RW
Dion Phaneuf,1048.0,137.0,357.0,494.0,0.47100000000000003,1345.0,2005-2019,14.0,D
Tony Granato,773.0,248.0,244.0,492.0,0.636,1425.0,1988-2001,13.0,LW
Andre Boudrias,662.0,151.0,340.0,491.0,0.742,214.0,1963-1976,12.0,LW
Dirk Graham,772.0,219.0,270.0,489.0,0.633,917.0,1983-1995,12.0,RW
Andy McDonald,685.0,182.0,307.0,489.0,0.7140000000000001,280.0,2000-2013,12.0,C/LW
Steve Rucchin,735.0,171.0,318.0,489.0,0.665,164.0,1994-2007,12.0,C
Nelson Emerson,771.0,195.0,293.0,488.0,0.633,575.0,1990-2002,12.0,RW
Marco Sturm,938.0,242.0,245.0,487.0,0.519,446.0,1997-2012,14.0,LW
Mike Richards,749.0,181.0,306.0,487.0,0.65,585.0,2005-2016,11.0,C
Jason Blake,871.0,213.0,273.0,486.0,0.5579999999999999,455.0,1998-2012,13.0,LW
Bruce Driver,922.0,96.0,390.0,486.0,0.527,670.0,1983-1998,15.0,D
Jason Allison,552.0,154.0,331.0,485.0,0.879,441.0,1993-2006,11.0,C
Michael Ryder,806.0,237.0,247.0,484.0,0.6,353.0,2003-2015,11.0,RW
Don Marcotte,868.0,230.0,254.0,484.0,0.5579999999999999,317.0,1965-1982,15.0,LW
Claude Larose,943.0,226.0,257.0,483.0,0.512,889.0,1962-1978,16.0,RW
Derick Brassard,852.0,186.0,297.0,483.0,0.5670000000000001,407.0,2007-2020,13.0,C/RW
Michal Handzus,1010.0,185.0,298.0,483.0,0.478,498.0,1998-2014,15.0,C
Mark Giordano,893.0,134.0,349.0,483.0,0.541,745.0,2005-2021,15.0,D
Tod Sloan,745.0,220.0,262.0,482.0,0.647,831.0,1947-1961,13.0,C
Andre Savard,790.0,211.0,271.0,482.0,0.61,411.0,1973-1985,12.0,C
James van Riemsdyk,741.0,247.0,234.0,481.0,0.649,307.0,2009-2021,12.0,LW
Patric Hornqvist,770.0,238.0,242.0,480.0,0.623,395.0,2008-2021,13.0,RW
Craig MacTavish,1093.0,213.0,267.0,480.0,0.439,891.0,1979-1997,17.0,C
Gerard Gallant,615.0,211.0,269.0,480.0,0.78,1674.0,1984-1995,11.0,LW
Yvon Lambert,683.0,206.0,273.0,479.0,0.701,340.0,1972-1982,10.0,LW
Ron Murphy,889.0,205.0,274.0,479.0,0.539,460.0,1952-1970,18.0,LW
Jim Fox,578.0,186.0,293.0,479.0,0.8290000000000001,143.0,1980-1990,9.0,RW
Derek Stepan,739.0,167.0,312.0,479.0,0.648,186.0,2010-2021,11.0,C
Dale McCourt,532.0,194.0,284.0,478.0,0.898,124.0,1977-1984,7.0,C
John Carlson,757.0,105.0,373.0,478.0,0.631,258.0,2009-2021,12.0,D
Paul Henderson,707.0,236.0,241.0,477.0,0.675,304.0,1962-1980,13.0,RW
Dallas Drake,1009.0,177.0,300.0,477.0,0.473,885.0,1992-2008,15.0,LW
Eric Vail,591.0,216.0,260.0,476.0,0.805,281.0,1973-1982,9.0,LW
Darcy Tucker,947.0,215.0,261.0,476.0,0.503,1410.0,1995-2010,14.0,LW
Josh Bailey,865.0,154.0,322.0,476.0,0.55,229.0,2008-2021,13.0,RW/LW
Busher Jackson,633.0,241.0,234.0,475.0,0.75,437.0,1929-1944,15.0,LW
Dit Clapper,833.0,228.0,246.0,474.0,0.569,462.0,1927-1947,20.0,D/F
John McKenzie,691.0,206.0,268.0,474.0,0.6859999999999999,917.0,1958-1972,12.0,RW
Victor Hedman,762.0,105.0,368.0,473.0,0.621,560.0,2009-2021,12.0,D
Howie Morenz,550.0,271.0,201.0,472.0,0.858,546.0,1923-1937,14.0,C
Sid Abel,612.0,189.0,283.0,472.0,0.7709999999999999,376.0,1938-1954,14.0,C/LW
Doug Risebrough,740.0,185.0,286.0,471.0,0.636,1542.0,1974-1987,13.0,C
Alexei Zhitnik,1085.0,96.0,375.0,471.0,0.434,1268.0,1992-2008,15.0,D
Bruce MacGregor,890.0,213.0,257.0,470.0,0.528,217.0,1960-1974,14.0,C
Mike Keane,1161.0,168.0,302.0,470.0,0.405,881.0,1988-2004,16.0,RW
Lee Stempniak,911.0,203.0,266.0,469.0,0.515,327.0,2005-2019,14.0,RW
Rob Niedermayer,1153.0,186.0,283.0,469.0,0.40700000000000003,904.0,1993-2011,17.0,RW/C
Connor McDavid,351.0,162.0,307.0,469.0,1.3359999999999999,118.0,2015-2021,6.0,C
Steve Kasper,821.0,177.0,291.0,468.0,0.57,554.0,1980-1993,13.0,C
Jyrki Lumme,985.0,114.0,354.0,468.0,0.475,620.0,1988-2003,15.0,D
Frans Nielsen,896.0,166.0,301.0,467.0,0.521,166.0,2006-2021,15.0,C
Steve Payne,613.0,228.0,238.0,466.0,0.76,435.0,1978-1988,10.0,LW
Gary Leeman,667.0,199.0,267.0,466.0,0.6990000000000001,531.0,1982-1997,14.0,RW
Nick Foligno,908.0,196.0,270.0,466.0,0.513,737.0,2007-2021,14.0,LW/C
Jeff Skinner,720.0,258.0,207.0,465.0,0.6459999999999999,322.0,2010-2021,11.0,LW
Eddie Shack,1047.0,239.0,226.0,465.0,0.444,1437.0,1958-1975,17.0,LW
Nikolai Antropov,788.0,193.0,272.0,465.0,0.59,627.0,1999-2013,13.0,C
Michael Peca,864.0,176.0,289.0,465.0,0.5379999999999999,798.0,1993-2009,14.0,C
Mikael Renberg,661.0,190.0,274.0,464.0,0.7020000000000001,372.0,1993-2004,10.0,RW
Doug Crossman,914.0,105.0,359.0,464.0,0.508,534.0,1980-1994,14.0,D
Brent Seabrook,1114.0,103.0,361.0,464.0,0.41700000000000004,661.0,2005-2021,16.0,D
Jochen Hecht,833.0,186.0,277.0,463.0,0.556,458.0,1998-2013,14.0,C/LW
Kelly Miller,1057.0,181.0,282.0,463.0,0.43799999999999994,512.0,1984-1999,15.0,LW
Al Iafrate,799.0,152.0,311.0,463.0,0.579,1301.0,1984-1998,12.0,D
Fredrik Modin,898.0,232.0,230.0,462.0,0.514,453.0,1996-2011,14.0,LW
Cliff Koroll,814.0,208.0,254.0,462.0,0.568,376.0,1969-1980,11.0,RW
Aurele Joliat,655.0,270.0,190.0,460.0,0.7020000000000001,771.0,1922-1938,16.0,LW
Gabriel Landeskog,633.0,198.0,262.0,460.0,0.727,489.0,2011-2021,10.0,LW
Doug Smail,845.0,210.0,249.0,459.0,0.5429999999999999,602.0,1980-1993,13.0,RW
Sam Gagner,844.0,164.0,295.0,459.0,0.544,380.0,2007-2021,14.0,C/W
Ron Stackhouse,889.0,87.0,372.0,459.0,0.516,824.0,1970-1982,12.0,D
Sami Kapanen,831.0,189.0,269.0,458.0,0.551,175.0,1995-2008,12.0,LW
Evander Kane,713.0,242.0,215.0,457.0,0.6409999999999999,946.0,2009-2021,12.0,LW
Wade Redden,1023.0,109.0,348.0,457.0,0.447,665.0,1996-2013,14.0,D
Pierre Mondou,548.0,194.0,262.0,456.0,0.8320000000000001,179.0,1976-1985,9.0,RW
Wayne Merrick,774.0,191.0,265.0,456.0,0.589,303.0,1972-1984,12.0,C
Jude Drouin,666.0,151.0,305.0,456.0,0.685,346.0,1968-1981,12.0,C
Travis Green,970.0,193.0,262.0,455.0,0.469,764.0,1992-2007,14.0,C
Per-Erik Eklund,594.0,120.0,335.0,455.0,0.7659999999999999,109.0,1985-1994,9.0,C
Jerry Korab,975.0,114.0,341.0,455.0,0.467,1629.0,1970-1985,15.0,D
Pat Boutette,756.0,171.0,282.0,453.0,0.599,1354.0,1975-1985,10.0,C/LW
Charlie Huddy,1017.0,99.0,354.0,453.0,0.445,785.0,1980-1997,17.0,D
Derek Sanderson,598.0,202.0,250.0,452.0,0.7559999999999999,911.0,1965-1978,13.0,C
Dan Maloney,737.0,192.0,259.0,451.0,0.612,1489.0,1970-1982,11.0,LW
Kristian Huselius,662.0,190.0,261.0,451.0,0.6809999999999999,256.0,2001-2012,10.0,LW
Randy Burridge,706.0,199.0,251.0,450.0,0.637,458.0,1985-1998,13.0,LW
Alex Pietrangelo,758.0,109.0,341.0,450.0,0.594,241.0,2008-2021,13.0,D
