#,Player,GP,G,A,TP,PPG,PIM,Period,Years,Name,POS
2037.0,Lane Lambert (RW),283.0,58.0,66.0,124.0,0.43799999999999994,521.0,1983-1989,6.0,Lane Lambert ,RW)
2038.0,Dave Archibald (RW),323.0,57.0,67.0,124.0,0.384,139.0,1987-1997,8.0,Dave Archibald ,RW)
2039.0,Gerry Pinder (LW),223.0,55.0,69.0,124.0,0.556,135.0,1969-1972,3.0,Gerry Pinder ,LW)
2040.0,John-Paul Kelly (LW),400.0,54.0,70.0,124.0,0.31,366.0,1979-1986,7.0,John-Paul Kelly ,LW)
2041.0,Andrei Nazarov (LW),571.0,53.0,71.0,124.0,0.217,1409.0,1993-2006,12.0,Andrei Nazarov ,LW)
2042.0,Nick Spaling (C/LW),437.0,52.0,72.0,124.0,0.284,120.0,2009-2016,7.0,Nick Spaling ,C/LW)
2043.0,"Ab DeMarco, Jr. (D)",344.0,44.0,80.0,124.0,0.36,75.0,1969-1979,9.0,"Ab DeMarco, Jr. ",D)
2044.0,David Maley (LW/C),466.0,43.0,81.0,124.0,0.266,1043.0,1985-1994,9.0,David Maley ,LW/C)
2045.0,Jamie Heward (D),394.0,38.0,86.0,124.0,0.315,221.0,1995-2009,9.0,Jamie Heward ,D)
2046.0,Darryl Edestrand (D),455.0,34.0,90.0,124.0,0.273,404.0,1967-1979,10.0,Darryl Edestrand ,D)
2047.0,Michael Stone (D),472.0,31.0,93.0,124.0,0.263,264.0,2011-2020,9.0,Michael Stone ,D)
2048.0,Olli Määttä (D),427.0,29.0,95.0,124.0,0.29,118.0,2013-2021,8.0,Olli Määttä ,D)
2049.0,Josh Gorges (D),783.0,17.0,107.0,124.0,0.158,404.0,2005-2018,13.0,Josh Gorges ,D)
2050.0,Eric Nystrom (LW),593.0,75.0,48.0,123.0,0.207,401.0,2005-2016,10.0,Eric Nystrom ,LW)
2051.0,Leroy Goldsworthy (RW),336.0,66.0,57.0,123.0,0.366,79.0,1928-1939,10.0,Leroy Goldsworthy ,RW)
2052.0,Matt Pettinger (LW),422.0,65.0,58.0,123.0,0.29100000000000004,210.0,2000-2010,9.0,Matt Pettinger ,LW)
2053.0,Adam Lowry (C),408.0,57.0,66.0,123.0,0.301,215.0,2014-2021,7.0,Adam Lowry ,C)
2054.0,Mike Crombeen (RW),475.0,55.0,68.0,123.0,0.259,218.0,1977-1985,8.0,Mike Crombeen ,RW)
2055.0,Chris Kontos (LW),230.0,54.0,69.0,123.0,0.535,103.0,1982-1993,8.0,Chris Kontos ,LW)
2056.0,Jared McCann (C/LW),310.0,52.0,71.0,123.0,0.397,114.0,2015-2021,6.0,Jared McCann ,C/LW)
2057.0,Nikolai Borschevsky (RW),162.0,49.0,74.0,123.0,0.759,44.0,1992-1996,4.0,Nikolai Borschevsky ,RW)
2058.0,Ronald Lalonde (F),397.0,45.0,78.0,123.0,0.31,106.0,1972-1979,7.0,Ronald Lalonde ,F)
2059.0,Ivan Hlinka (C),137.0,42.0,81.0,123.0,0.898,28.0,1981-1983,2.0,Ivan Hlinka ,C)
2060.0,Marcus Krüger (C),520.0,38.0,85.0,123.0,0.237,234.0,2010-2019,9.0,Marcus Krüger ,C)
2061.0,Bucko McDonald (D),446.0,35.0,88.0,123.0,0.276,206.0,1934-1945,11.0,Bucko McDonald ,D)
2062.0,Gilbert Delorme (D),541.0,31.0,92.0,123.0,0.22699999999999998,520.0,1981-1990,9.0,Gilbert Delorme ,D)
2063.0,Danny DeKeyser (D),441.0,29.0,94.0,123.0,0.27899999999999997,222.0,2012-2021,9.0,Danny DeKeyser ,D)
2064.0,Gord Kluzak (D),299.0,25.0,98.0,123.0,0.41100000000000003,543.0,1982-1991,7.0,Gord Kluzak ,D)
2065.0,Marc Methot (D),624.0,22.0,101.0,123.0,0.19699999999999998,380.0,2006-2019,13.0,Marc Methot ,D)
2066.0,Drew Miller (LW/RW),571.0,62.0,60.0,122.0,0.214,136.0,2006-2017,11.0,Drew Miller ,LW/RW)
2067.0,Rocky Saganiuk (RW),259.0,57.0,65.0,122.0,0.47100000000000003,201.0,1978-1984,6.0,Rocky Saganiuk ,RW)
2068.0,Bill Berg (D),546.0,55.0,67.0,122.0,0.223,488.0,1988-1999,10.0,Bill Berg ,D)
2069.0,Mike Kaszycki (F),226.0,42.0,80.0,122.0,0.54,108.0,1977-1983,5.0,Mike Kaszycki ,F)
2070.0,Len Lunde (LW),321.0,39.0,83.0,122.0,0.38,75.0,1958-1971,8.0,Len Lunde ,LW)
2071.0,Ryan Johnson (C),701.0,38.0,84.0,122.0,0.174,250.0,1997-2011,13.0,Ryan Johnson ,C)
2072.0,Dennis O'Brien (D),592.0,31.0,91.0,122.0,0.20600000000000002,1017.0,1970-1980,10.0,Dennis O'Brien ,D)
2073.0,Bob Hess (D),329.0,27.0,95.0,122.0,0.371,178.0,1974-1984,8.0,Bob Hess ,D)
2074.0,Ken Reardon (D),341.0,26.0,96.0,122.0,0.358,604.0,1940-1950,7.0,Ken Reardon ,D)
2075.0,Brandon Pirri (W/C),275.0,72.0,49.0,121.0,0.44,91.0,2010-2021,11.0,Brandon Pirri ,W/C)
2076.0,Billy Dea (C),397.0,67.0,54.0,121.0,0.305,44.0,1953-1971,8.0,Billy Dea ,C)
2077.0,Peter Douris (RW),321.0,54.0,67.0,121.0,0.377,80.0,1985-1998,11.0,Peter Douris ,RW)
2078.0,Richard Lemieux (C),274.0,39.0,82.0,121.0,0.442,132.0,1971-1976,5.0,Richard Lemieux ,C)
2079.0,Darnell Nurse (D),350.0,29.0,92.0,121.0,0.34600000000000003,295.0,2014-2021,7.0,Darnell Nurse ,D)
2080.0,Tim Bothwell (D),502.0,28.0,93.0,121.0,0.24100000000000002,382.0,1978-1989,11.0,Tim Bothwell ,D)
2081.0,Jean Hamel (D),699.0,26.0,95.0,121.0,0.17300000000000001,766.0,1972-1984,12.0,Jean Hamel ,D)
2082.0,Brendan Witt (D),890.0,25.0,96.0,121.0,0.136,1424.0,1995-2010,14.0,Brendan Witt ,D)
2083.0,Janne Laukkanen (D),407.0,22.0,99.0,121.0,0.297,335.0,1994-2003,9.0,Janne Laukkanen ,D)
2084.0,Russ Anderson (D),519.0,22.0,99.0,121.0,0.233,1086.0,1976-1985,9.0,Russ Anderson ,D)
2085.0,Jake DeBrusk (LW/RW),203.0,62.0,58.0,120.0,0.591,51.0,2017-2020,3.0,Jake DeBrusk ,LW/RW)
2086.0,Branko Radivojevic (RW),399.0,52.0,68.0,120.0,0.301,252.0,2001-2008,6.0,Branko Radivojevic ,RW)
2087.0,Brad Dalgarno (RW),321.0,49.0,71.0,120.0,0.374,332.0,1985-1996,10.0,Brad Dalgarno ,RW)
2088.0,Nick Harbaruk (RW),364.0,45.0,75.0,120.0,0.33,273.0,1969-1974,5.0,Nick Harbaruk ,RW)
2089.0,Andrei Zyuzin (D),496.0,38.0,82.0,120.0,0.242,446.0,1997-2008,10.0,Andrei Zyuzin ,D)
2090.0,Richard Mulhern (D),303.0,27.0,93.0,120.0,0.396,217.0,1975-1981,6.0,Richard Mulhern ,D)
2091.0,Radko Gudas (D),479.0,26.0,94.0,120.0,0.251,619.0,2012-2021,9.0,Radko Gudas ,D)
2092.0,Larry Playfair (D),688.0,26.0,94.0,120.0,0.174,1814.0,1978-1990,12.0,Larry Playfair ,D)
2093.0,Vladimír Országh (RW),289.0,54.0,65.0,119.0,0.41200000000000003,194.0,1997-2006,7.0,Vladimír Országh ,RW)
2094.0,Landon Wilson (RW),375.0,53.0,66.0,119.0,0.317,352.0,1995-2009,10.0,Landon Wilson ,RW)
2095.0,Glenn Goldup (F),291.0,52.0,67.0,119.0,0.409,303.0,1973-1982,9.0,Glenn Goldup ,F)
2096.0,Troy Mallette (LW),456.0,51.0,68.0,119.0,0.261,1226.0,1989-1998,9.0,Troy Mallette ,LW)
2097.0,Tyler Bertuzzi (LW/RW),199.0,49.0,70.0,119.0,0.598,115.0,2016-2020,4.0,Tyler Bertuzzi ,LW/RW)
2098.0,Peter Marsh (RW),278.0,48.0,71.0,119.0,0.428,224.0,1979-1984,5.0,Peter Marsh ,RW)
2099.0,Alf Pike (F),234.0,42.0,77.0,119.0,0.509,145.0,1939-1947,6.0,Alf Pike ,F)
2100.0,Ville Leino (LW/RW),286.0,40.0,79.0,119.0,0.41600000000000004,70.0,2008-2014,6.0,Ville Leino ,LW/RW)
2101.0,Thomas Chabot (D),205.0,29.0,90.0,119.0,0.58,88.0,2016-2021,5.0,Thomas Chabot ,D)
2102.0,Erik Gustafsson (D),221.0,28.0,91.0,119.0,0.5379999999999999,71.0,2015-2021,5.0,Erik Gustafsson ,D)
2103.0,Matt Hunwick (D),535.0,25.0,94.0,119.0,0.222,207.0,2007-2020,13.0,Matt Hunwick ,D)
2104.0,Aaron Miller (D),677.0,25.0,94.0,119.0,0.17600000000000002,422.0,1993-2008,14.0,Aaron Miller ,D)
2105.0,Frantisek Kucera (D),465.0,24.0,95.0,119.0,0.256,251.0,1990-2002,9.0,Frantisek Kucera ,D)
2106.0,Dave Langevin (D),513.0,12.0,107.0,119.0,0.23199999999999998,530.0,1979-1987,8.0,Dave Langevin ,D)
2107.0,Ken Randall (D),218.0,68.0,50.0,118.0,0.541,553.0,1917-1927,10.0,Ken Randall ,D)
2108.0,John Stewart (LW),258.0,58.0,60.0,118.0,0.457,158.0,1970-1975,5.0,John Stewart ,LW)
2109.0,Danton Cole (RW),318.0,58.0,60.0,118.0,0.371,125.0,1989-1996,7.0,Danton Cole ,RW)
2110.0,Louis Trudel (LW),306.0,49.0,69.0,118.0,0.386,122.0,1933-1941,8.0,Louis Trudel ,LW)
2111.0,Armand Mondou (LW),386.0,47.0,71.0,118.0,0.306,99.0,1928-1940,12.0,Armand Mondou ,LW)
2112.0,Glen Currie (LW),326.0,39.0,79.0,118.0,0.36200000000000004,100.0,1979-1988,8.0,Glen Currie ,LW)
2113.0,Robert Nilsson (LW),252.0,37.0,81.0,118.0,0.46799999999999997,90.0,2005-2010,5.0,Robert Nilsson ,LW)
2114.0,Brian Pothier (D),362.0,26.0,92.0,118.0,0.326,202.0,2000-2010,9.0,Brian Pothier ,D)
2115.0,Chris Tanev (D),514.0,22.0,96.0,118.0,0.23,121.0,2010-2021,11.0,Chris Tanev ,D)
2116.0,Jiri Bubla (D),256.0,17.0,101.0,118.0,0.461,202.0,1981-1986,5.0,Jiri Bubla ,D)
2117.0,Harold Darragh (RW),308.0,68.0,49.0,117.0,0.38,50.0,1925-1933,8.0,Harold Darragh ,RW)
2118.0,Brit Selby (LW),350.0,55.0,62.0,117.0,0.33399999999999996,163.0,1964-1972,8.0,Brit Selby ,LW)
2119.0,Ville Nieminen (LW/RW),385.0,48.0,69.0,117.0,0.304,333.0,1999-2007,7.0,Ville Nieminen ,LW/RW)
2120.0,Duane Rupp (D),374.0,24.0,93.0,117.0,0.313,220.0,1962-1973,10.0,Duane Rupp ,D)
2121.0,Jordie Benn (D),517.0,23.0,94.0,117.0,0.226,213.0,2011-2021,10.0,Jordie Benn ,D)
2122.0,Kjell Dahlin (F),166.0,57.0,59.0,116.0,0.6990000000000001,77.0,1985-1988,3.0,Kjell Dahlin ,F)
2123.0,Matt Hendricks (LW/C),607.0,54.0,62.0,116.0,0.191,722.0,2008-2019,11.0,Matt Hendricks ,LW/C)
2124.0,Michel Ouellet (RW),190.0,52.0,64.0,116.0,0.611,58.0,2005-2009,4.0,Michel Ouellet ,RW)
2125.0,Gordon Pettinger (C),292.0,42.0,74.0,116.0,0.397,77.0,1932-1940,8.0,Gordon Pettinger ,C)
2126.0,Gerry Melnyk (C),269.0,39.0,77.0,116.0,0.431,34.0,1955-1968,6.0,Gerry Melnyk ,C)
2127.0,Dave Hutchison (D),584.0,19.0,97.0,116.0,0.19899999999999998,1550.0,1974-1984,10.0,Dave Hutchison ,D)
2128.0,Mike Christie (D),412.0,15.0,101.0,116.0,0.282,550.0,1974-1981,7.0,Mike Christie ,D)
